"TOA5","5212","CR1000","5212","CR1000.Std.10","CRD:apr08_g1ice1.CR1","16968","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg","SWin_Wm2_Avg","SWout_Wm2_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%","W/m²","W/m²"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg","Avg","Avg"
"2009-05-08 17:50:00",0,0.056,145.1,0.133,0.35,-4.231,0.866,79.42,279.9,200.4
"2009-05-08 17:55:00",1,0,0,0,0,-3.238,12.21,75.89,286.5,205.1
"2009-05-08 18:00:00",2,0,0,0,0,-2.024,26.25,68.93,335.1,250
"2009-05-08 18:05:00",3,0.201,38.53,20.14,0.408,-1.797,3.463,67.23,315.5,240.8
"2009-05-08 18:10:00",4,0.327,76.99,2.96,0.725,-2.624,-5.054,70.13,258.9,200.9
"2009-05-08 18:15:00",5,0.11,44.9,14.88,0.31,-3.068,-21.27,71.52,247,189.2
"2009-05-08 18:20:00",6,0.155,25.77,34.73,0.346,-3.233,-19.35,72.08,250.1,190.2
"2009-05-08 18:25:00",7,0.218,353.8,17.01,0.467,-3.568,-10.6,72.64,231,176.9
"2009-05-08 18:30:00",8,0,0,0,0,-3.204,-23.02,70.69,194.7,151.6
"2009-05-08 18:35:00",9,0,0,0,0,-2.848,-22.27,68.6,190.6,147.2
"2009-05-08 18:40:00",10,0,0,0,0,-3.159,-11.42,69.95,205.8,157
"2009-05-08 18:45:00",11,0.714,167.3,6.572,1.313,-3.674,-1.103,73.67,232.2,177.6
"2009-05-08 18:50:00",12,1.084,165.4,10.93,1.245,-4.67,1.334,78.57,228,175.3
"2009-05-08 18:55:00",13,0.666,132.5,19.29,0.996,-4.929,8.42,78.21,227.1,174.3
"2009-05-08 19:00:00",14,0.489,137.2,10.11,0.722,-4.862,1.976,77.84,185.2,143.4
"2009-05-08 19:05:00",15,0.394,143.9,7.751,0.539,-4.968,6.571,77.15,183,142.2
"2009-05-08 19:10:00",16,1.118,176.3,9.87,1.512,-5.023,1.874,78.37,180.7,140.2
"2009-05-08 19:15:00",17,0.979,175.3,10.4,1.343,-5.304,2.721,79.21,173.2,134.7
"2009-05-08 19:20:00",18,1.102,152.3,11.04,1.486,-5.38,4.518,80.5,183,142.6
"2009-05-08 19:25:00",19,1.441,141.4,12.35,1.695,-5.506,11.01,81.3,198.7,153.3
"2009-05-08 19:30:00",20,0.697,124.5,15.35,1.238,-5.486,8.01,82.6,169.8,131.6
"2009-05-08 19:35:00",21,1.095,167.9,3.728,1.584,-5.435,1.617,81.8,165.3,127.6
"2009-05-08 19:40:00",22,0.789,158.2,12.19,0.98,-5.544,1.027,83.4,158,123.6
"2009-05-08 19:45:00",23,0.752,162.8,25.28,1.3,-5.578,5.957,83.5,181.8,141.7
"2009-05-08 19:50:00",24,0.255,181.4,8.64,0.722,-5.287,-5.238,82.3,189.9,148.7
"2009-05-08 19:55:00",25,0.348,193,8.54,0.683,-5.15,-8.09,81.5,156.9,124.9
"2009-05-08 20:00:00",26,0.397,202.2,7.246,0.585,-5.339,-3.723,82.2,133.8,107
"2009-05-08 20:05:00",27,0.814,214.3,9.86,0.957,-5.696,4.288,85.7,126.1,101.6
"2009-05-08 20:10:00",28,1.11,187.4,17.5,1.8,-5.957,5.701,87.5,108.2,88.4
"2009-05-08 20:15:00",29,1.58,180.7,13.28,1.833,-6.212,6.857,90.9,103.3,85.6
"2009-05-08 20:20:00",30,1.626,171.6,8.03,2.133,-6.411,3.621,91.4,99.5,83.1
"2009-05-08 20:25:00",31,1.781,170.5,6.538,2.13,-6.55,3.75,91.5,96,79.57
"2009-05-08 20:30:00",32,1.468,171.6,6.677,1.944,-6.63,-1.978,92,94.1,79.1
"2009-05-08 20:35:00",33,2.228,168.1,15.32,3.195,-6.725,3.878,91.6,85.5,72.36
"2009-05-08 20:40:00",34,1.635,178.7,9.42,1.999,-6.815,-2.106,92.3,80.2,67.6
"2009-05-08 20:45:00",35,1.83,186.2,6.455,1.957,-6.884,-1.593,92.9,70.9,60.32
"2009-05-08 20:50:00",36,1.345,183.2,7.131,1.718,-6.98,-6.011,93.1,69.37,58.91
"2009-05-08 20:55:00",37,0.971,192.6,8.06,1.264,-7.017,-8.14,93.5,67.61,57.42
"2009-05-08 21:00:00",38,0.413,204.5,5.81,0.523,-7.039,-11.79,93.7,61.11,52.83
"2009-05-08 21:05:00",39,0.325,194.7,16.88,0.715,-6.989,-9.79,94,53.2,46.66
"2009-05-08 21:10:00",40,0.928,176,6.436,1.258,-7.055,-0.103,94.8,48.71,43.07
"2009-05-08 21:15:00",41,0.718,189.8,5.795,0.928,-7.182,-4.419,95.3,44.01,38.93
"2009-05-08 21:20:00",42,0.397,199.8,8.34,0.539,-7.277,-7.22,95.3,38.16,33.98
"2009-05-08 21:25:00",43,0.037,182,6.6,0.183,-7.279,-9.4,95.2,32.94,29.65
"2009-05-08 21:30:00",44,0,0,0,0,-7.214,-12.77,95.4,28,25.89
"2009-05-08 21:35:00",45,0,0,0,0,-7.19,-8.3,94.7,23.77,22.86
"2009-05-08 21:40:00",46,0.41,329.4,57.06,0.483,-7.441,-3.752,94,22.12,21.72
"2009-05-08 21:45:00",47,0.568,334.6,2.583,0.657,-7.683,-6.09,94.3,20.8,20.51
"2009-05-08 21:50:00",48,0.512,345,3.646,0.575,-7.661,-7.221,94.8,18.72,18.44
"2009-05-08 21:55:00",49,0.236,349.8,0.047,0.474,-7.628,-8.12,94.4,16.89,16.64
"2009-05-08 22:00:00",50,0,0,0,0,-7.562,-8.15,94.3,13.75,14.06
"2009-05-08 22:05:00",51,0.192,331.1,4,0.31,-7.612,-6.039,93.7,11.05,12
