TOA5,5264,CR1000,5264,CR1000.Std.10,CRD:KLRS_CMA6_30JULY2016.CR1,35202,FiveMin,,,
TIMESTAMP,RECORD,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,WS_ms_Max,AirTC_Avg,NR_Wm2_Avg,RH_Avg,SWin_Wm2_Avg,SWout_Wm2_Avg
TS,RN,meters/second,Deg,Deg,meters/second,Deg C,W/m²,%,W/m²,W/m²
,,WVc,WVc,WVc,Max,Avg,Avg,Avg,Avg,Avg
16-07-22 12:50,0,2.557,239.2,10.11,3.476,14.63,209.9,61.83,365.6,45.77
16-07-22 12:55,1,3.422,250.8,10.58,4.025,14.68,491.8,62.55,735.4,90.6
16-07-22 13:00,2,3.299,277.9,16.84,3.861,15.02,648.4,60.46,941,115.7
16-07-22 13:05,3,3.312,268.9,22.69,3.78,15.02,649.1,61,947,116.5
16-07-22 13:10,4,2.424,255.4,17.43,3.129,15.49,616.7,61.69,915,111.7
16-07-22 13:15,5,3.27,251.8,17.06,3.763,15.63,534.7,60.45,788.2,96.6
16-07-22 13:20,6,2.905,268.5,9.87,3.521,15.15,298.2,60.32,496.1,61.57
16-07-22 13:25,7,2.971,262.3,14.07,3.531,15.24,548.6,61.57,817,101.3
16-07-22 13:30,8,2.922,271.2,17.27,3.884,15.61,465.4,61,724,88.1
16-07-22 13:35,9,2.549,278.5,15.65,3.437,15.55,363.6,57.92,570.3,70.14
16-07-22 13:40,10,2.421,276.9,19.15,3.381,15.48,546.8,59.95,802,97.8
16-07-22 13:45,11,2.334,283.3,9.86,3.136,15.86,583.7,60.71,868,105.5
16-07-22 13:50,12,2.261,319.9,10.35,2.911,16.09,446.6,57.66,685.4,83.1
16-07-22 13:55,13,1.999,295.7,21.83,2.92,15.96,326,57.29,537.2,65.68
16-07-22 14:00,14,1.957,288.3,15.66,2.486,15.89,349.1,57.19,570.1,70.1
16-07-22 14:05,15,2.009,275.4,19.14,2.506,15.97,294,56.62,494.3,61.45
16-07-22 14:10,16,2.462,274.8,11.92,3.368,16.21,414.3,57.05,640.2,79.03
16-07-22 14:15,17,2.375,265.2,14.78,3.035,16.05,348,57.97,554,68.8
16-07-22 14:20,18,1.901,291.3,23.06,3.113,16.1,335.3,56.21,524.6,64.93
16-07-22 14:25,19,0.784,273.6,37.45,2.114,16.45,423.8,57.32,642.2,76.74
16-07-22 14:30,20,1.63,302.1,30.31,2.215,16.7,375.1,54,594.1,72.53
16-07-22 14:35,21,1.521,281.3,40.73,2.721,16.65,358.4,53.2,567.1,68.2
16-07-22 14:40,22,1.628,267.4,26.63,2.92,16.52,212.9,53.53,382,46.91
16-07-22 14:45,23,2.002,265.5,15.21,2.486,16.26,225.3,56.63,391,49.09
16-07-22 14:50,24,2.116,268.5,11.78,2.947,16.18,241.1,58.48,411.4,51.43
16-07-22 14:55,25,2.243,266.7,25.72,3.28,16.38,226.2,55.18,392.1,49
16-07-22 15:00,26,1.923,266.1,17.11,2.528,16.26,202.6,58.3,363.5,45.83
16-07-22 15:05,27,2.039,268.1,26.02,3.26,16.32,198.6,56.15,355.9,44.71
16-07-22 15:10,28,1.059,245.7,67.83,2.058,16.37,211.2,55.42,364.3,45.07
16-07-22 15:15,29,1.426,291.7,29.62,2.029,16.58,210.8,55.59,370.8,45.91
16-07-22 15:20,30,1.506,289.6,22.26,2.104,16.62,218.6,56.21,373.9,46.45
16-07-22 15:25,31,1.836,281.6,20.96,2.584,16.62,215,55.82,370,46.16
16-07-22 15:30,32,1.923,282.5,14.24,2.381,16.53,231,54.74,388.9,48.96
16-07-22 15:35,33,1.91,273.5,19.62,2.362,16.74,272.5,54.94,447.2,55.51
16-07-22 15:40,34,2.238,272.5,18.05,3.009,16.86,266.8,52.32,452.7,56.24
16-07-22 15:45,35,2.154,284.2,16.72,2.734,16.81,250.4,53.04,423.3,52.87
16-07-22 15:50,36,2.229,283.8,18.92,3.074,16.85,223.3,52.46,392.1,49.05
16-07-22 15:55,37,2.152,303.9,14.69,2.643,16.73,214.5,52.02,367,46.08
16-07-22 16:00,38,2.05,317.4,12.13,2.773,16.57,188.8,52.76,328.5,41.25
16-07-22 16:05,39,1.754,302.4,22.76,2.241,16.71,173.8,53.38,313.8,39.13
16-07-22 16:10,40,2.099,323.7,33.7,3.005,16.74,191.5,52.09,334.9,41.96
16-07-22 16:15,41,2.505,313.9,22.44,3.437,16.89,320.8,52.82,506.3,63.05
16-07-22 16:20,42,2.424,320.7,17.7,3.466,17.25,282.2,50.86,455.8,54.95
16-07-22 16:25,43,1.646,353.7,40.79,2.345,17.13,259,50.12,429.3,51.78
16-07-22 16:30,44,0.611,298.5,55.39,0.993,17.24,232.2,47.89,385,45.72
16-07-22 16:35,45,0.959,236,21.79,1.457,17.25,223,49.17,371.7,44.37
16-07-22 16:40,46,1.685,340,56.68,2.607,17.39,187.6,49.02,329.5,39.8
16-07-22 16:45,47,1.292,98.9,41.5,3.348,17.46,161.6,48.02,287.1,35.05
16-07-22 16:50,48,2.507,66.27,10.94,3.394,17.43,136.1,48.53,255.4,32.14
16-07-22 16:55,49,3.404,61.53,14.41,4.109,17.14,124.8,49.26,242.3,31.44
16-07-22 17:00,50,3.381,49.89,20.02,4.172,16.82,141.9,49.47,262.4,33.35
16-07-22 17:05,51,3.862,63.71,19.86,4.861,16.66,146.5,49.27,263.9,33.37
16-07-22 17:10,52,2.994,63.53,10.36,3.936,16.61,138.4,49.87,253.4,31.55
16-07-22 17:15,53,2.802,69.48,11.02,3.662,16.57,137.9,50.45,250.3,31.02
16-07-22 17:20,54,2.508,74.87,19.34,3.499,16.52,133,51.05,242.8,29.98
16-07-22 17:25,55,2.839,83.5,17.5,3.57,16.48,127.5,51.07,234.7,29.21
16-07-22 17:30,56,2.876,79.86,18.49,3.479,16.33,116.4,50.88,220.6,27.74
16-07-22 17:35,57,2.348,70.72,15.27,3.185,16.16,114.8,51.39,218.9,27.2
16-07-22 17:40,58,2.659,94.8,17.56,3.74,16.19,127.7,51.29,232.4,28.93
16-07-22 17:45,59,2.801,72.62,23.23,3.946,16.2,132,51.82,240,29.78
16-07-22 17:50,60,2.148,65.15,15.78,3.133,16.26,132.6,52.56,242,29.9
16-07-22 17:55,61,2.607,72.79,23.11,3.427,16.41,176.7,51.72,299,36.78
16-07-22 18:00,62,2.358,44.29,15.18,3.388,16.53,212.4,52.54,352.5,43.69
16-07-22 18:05,63,2.106,52.37,23.81,2.734,16.81,251.5,50.98,405.4,50.5
16-07-22 18:10,64,2.136,47.4,21.25,2.737,16.77,166.1,51.31,289.3,35.99
16-07-22 18:15,65,1.46,49.76,45.4,2.257,16.78,149.1,51.16,266.8,33.39
16-07-22 18:20,66,1.874,63.94,20.37,2.532,16.83,182.9,50.56,309.2,38.9
16-07-22 18:25,67,2.294,74.45,13.82,2.871,16.95,185.2,50.46,312.7,39.64
16-07-22 18:30,68,3.389,75.75,13.39,4.051,16.84,194.5,49.77,329.5,42.72
16-07-22 18:35,69,2.454,75.13,13.43,2.884,16.7,194,50,330.5,42.57
16-07-22 18:40,70,1.211,88,31.52,1.973,16.94,180.1,50.2,310.5,39.06
16-07-22 18:45,71,1.501,93.7,27.89,2.163,17.08,140.7,49.93,259,32.88
16-07-22 18:50,72,1.397,57.66,29.83,2.561,17.07,121.8,49.41,232.7,29.22
16-07-22 18:55,73,1.005,73.09,33.32,1.637,17.02,117.4,48.14,222.9,27.84
16-07-22 19:00,74,1.684,85.2,40.67,2.577,16.98,100.6,49.86,199.5,25.41
16-07-22 19:05,75,1.528,81.7,13.94,2.29,16.98,113.6,50.5,215.1,27.18
16-07-22 19:10,76,1.398,70.45,22.99,1.829,17.04,114.7,49.81,220.2,28.03
16-07-22 19:15,77,1.717,109.1,30.77,3.332,17.03,145.9,48.12,260.4,34.08
16-07-22 19:20,78,0.983,102.1,25.2,1.676,17.05,153.1,47.42,273.6,35.11
16-07-22 19:25,79,0.87,277.7,78.83,2.741,17.21,105.7,46.77,217.4,27.5
16-07-22 19:30,80,0.779,292.3,63.22,1.578,16.89,84.5,48.98,188.1,24.3
16-07-22 19:35,81,1.822,262,20.23,2.702,16.52,98.3,53.22,199.2,25.93
16-07-22 19:40,82,2.845,262.9,14.25,3.443,16.16,81.7,55.52,177.5,23.66
16-07-22 19:45,83,2.249,253.1,26.6,3.296,15.99,63.76,56.29,153.3,20.13
16-07-22 19:50,84,2.833,245.9,18.5,3.672,15.92,56.12,56.36,140.2,18.42
16-07-22 19:55,85,3.276,249.4,18.75,4.178,15.76,54.32,55.76,133.5,17.7
16-07-22 20:00,86,3.407,253,12.67,4.031,15.63,50.81,56.67,129.7,17.19
16-07-22 20:05,87,2.944,246.5,12.61,3.593,15.48,49.88,56.72,126.8,16.76
16-07-22 20:10,88,2.504,240.5,17.97,3.665,15.45,52.06,57.06,130.5,17.07
16-07-22 20:15,89,1.067,198.2,53.57,1.8,15.6,57.62,55.1,136.8,17.48
16-07-22 20:20,90,1.915,224.8,68.89,3.26,15.63,45.74,54.46,124.6,16
16-07-22 20:25,91,2.912,246.6,29.6,4.123,15.45,31.58,55.68,106.5,14.11
16-07-22 20:30,92,1.222,192.4,65.82,1.79,15.42,27.92,55.51,96.9,12.66
16-07-22 20:35,93,1.06,31.12,60.85,2.489,15.37,29.88,55.39,97.2,12.65
16-07-22 20:40,94,0.841,99.6,46.65,2.081,15.36,31.68,54.05,100.4,13.26
16-07-22 20:45,95,0.615,290,24.27,1.045,15.34,37.67,53.27,110.4,14.48
16-07-22 20:50,96,0.743,15.88,100.6,1.506,15.33,33.74,53.97,108.8,14.33
16-07-22 20:55,97,1.857,226.7,33.7,2.561,15.15,22.01,56.53,96.6,13.1
16-07-22 21:00,98,1.885,243.7,30.66,3.381,15.1,16.35,55.36,89.7,12.05
16-07-22 21:05,99,0.472,270.7,68.99,1.411,15.17,13.69,56.25,85.5,11.47
16-07-22 21:10,100,0.999,358.1,81.8,3.303,15.06,10.71,55.99,81.1,10.96
16-07-22 21:15,101,2.213,317.9,40.13,4.155,14.84,9.83,57.94,78.39,10.86
16-07-22 21:20,102,1.692,200,78.06,3.466,14.71,7.16,59.17,73.99,10.15
16-07-22 21:25,103,3.287,247.6,13.44,4.149,14.53,-0.508,59.51,66.57,9.57
16-07-22 21:30,104,2.974,251.2,17.13,3.544,14.36,-1.752,60.65,65,9.32
16-07-22 21:35,105,2.921,238.6,9.04,4.034,14.28,-0.762,60.04,64.02,9.09
16-07-22 21:40,106,2.258,218.4,14.94,3.074,14.3,-3.936,58.87,58.72,8.27
16-07-22 21:45,107,1.855,215.3,12.68,2.463,14.29,-7.973,59.53,52.21,7.486
16-07-22 21:50,108,1.708,226.9,13.02,2.492,14.22,-9.01,59.85,48.1,6.944
16-07-22 21:55,109,2.164,219,20.89,4.322,14.17,-9.72,60.6,45.86,6.75
16-07-22 22:00,110,2.441,221.6,24.76,2.963,14.05,-10.59,60.62,46.01,6.844
16-07-22 22:05,111,2.073,228.4,19.27,2.816,13.95,-14.78,61.74,41.16,6.145
16-07-22 22:10,112,2.286,214.5,18.17,3.407,13.87,-19.65,61.35,34.03,5.144
16-07-22 22:15,113,1.72,191.6,28.58,2.643,13.79,-22.8,62.19,28.74,4.47
16-07-22 22:20,114,1.069,182.3,12.29,1.558,13.67,-25.54,62.83,23.36,3.774
16-07-22 22:25,115,1.12,147.4,28.04,1.444,13.55,-26.74,62.74,19.03,3.181
16-07-22 22:30,116,1.367,183.3,57.35,2.741,13.52,-27.81,62.77,16.38,2.787
16-07-22 22:35,117,0.923,132.9,28.03,1.186,13.4,-27.81,61.59,13.63,2.464
16-07-22 22:40,118,0.487,204,30.33,0.875,13.35,-29.41,61.04,10.29,2.082
16-07-22 22:45,119,0.383,197.5,68.02,1.395,13.2,-30.58,63.01,7.959,1.851
16-07-22 22:50,120,1.878,207.5,28.19,2.986,13.07,-32.74,65.81,6.596,1.551
16-07-22 22:55,121,2.254,202.3,23.39,3.182,12.97,-34.59,66.5,5.296,1.212
16-07-22 23:00,122,1.708,174.9,19.93,2.744,12.93,-37.18,67.14,4.196,1.095
16-07-22 23:05,123,1.827,192.7,27.8,2.561,12.85,-39.52,66.39,3.056,1.007
16-07-22 23:10,124,1.957,200.3,23.92,4.06,12.76,-42.34,67.68,2.134,0.991
16-07-22 23:15,125,2.16,199.8,16.72,3.342,12.53,-48.61,68.71,1.63,1.03
16-07-22 23:20,126,2.562,211.9,26.87,3.561,12.39,-52.22,68.62,0.904,0.971
16-07-22 23:25,127,2.232,209,10.37,3.884,12.35,-50.24,69.28,0.246,0.824
16-07-22 23:30,128,2.62,203.9,16.75,3.678,12.21,-47.4,69.7,0.016,0.705
16-07-22 23:35,129,2.347,197.3,22.32,3.404,12.28,-43.33,68.58,0,0.493
16-07-22 23:40,130,1.94,212.1,10.79,2.212,11.95,-40.56,69.91,0,0.903
16-07-22 23:45,131,2.406,192.9,20.06,3.799,11.84,-37.24,69.94,0,0.464
16-07-22 23:50,132,2.697,208.8,19.31,3.107,12.07,-32.31,68.99,0,0.129
16-07-22 23:55,133,2.596,208.4,12.14,3.045,12.08,-31.77,68.71,0,0.243
16-07-23 0:00,134,2.569,213.4,16.03,3.773,11.95,-32.87,70.13,0,0.448
16-07-23 0:05,135,3.399,213.8,8.34,4.374,12.02,-33.83,70.33,0,0.098
16-07-23 0:10,136,3.496,220,9.57,4.573,12.1,-34.37,70.34,0,0.106
16-07-23 0:15,137,3.851,219.6,12.46,4.652,12.08,-34.82,70.64,0,0.213
16-07-23 0:20,138,3.271,226.5,13.83,4.652,12.08,-35.66,71.07,0,0.292
16-07-23 0:25,139,3.887,218.1,9.63,4.596,12.05,-37.19,70.36,0,0.268
16-07-23 0:30,140,2.981,204.1,12.57,4.07,11.92,-42.34,70.62,0,0.605
16-07-23 0:35,141,2.474,188.9,18.95,3.08,11.52,-48.11,71.62,0,0.981
16-07-23 0:40,142,3.25,196.7,10.95,3.936,11.37,-54.61,71.65,0,0.775
16-07-23 0:45,143,3.499,211.7,21.9,4.452,11.31,-58.47,72.03,0,0.707
16-07-23 0:50,144,4.284,208.3,9.15,4.982,11.35,-59.85,73.55,0,0.358
16-07-23 0:55,145,3.531,207.2,13.19,4.243,11.31,-64.14,73.7,0,0.644
16-07-23 1:00,146,3.252,214,17.46,4.234,11.12,-68.79,74.42,0,0.84
16-07-23 1:05,147,3.474,202.2,10.23,4.113,11.04,-69.46,74.04,0,0.695
16-07-23 1:10,148,3.189,213.4,9.47,3.855,10.96,-69.18,74.43,0,0.793
16-07-23 1:15,149,2.698,202.1,12.45,4.106,10.94,-70.96,74.65,0,0.726
16-07-23 1:20,150,1.58,186.5,22.16,1.986,10.56,-70.84,75.82,0,1.278
16-07-23 1:25,151,1.969,183.4,14.32,2.666,10.33,-69.44,76.21,0,0.983
16-07-23 1:30,152,2.333,199.8,16.73,3.619,10.51,-66.64,74.82,0,0.472
16-07-23 1:35,153,1.949,185,21.12,2.917,10.58,-63.42,74.57,0,0.644
16-07-23 1:40,154,1.807,183.8,27.41,2.6,10.56,-58.41,74.63,0,0.636
16-07-23 1:45,155,1.258,190.2,9.85,1.702,10.29,-54.35,75.94,0,0.949
16-07-23 1:50,156,0.885,168.3,26.58,1.32,10.12,-55.52,76.35,0,0.996
16-07-23 1:55,157,0.529,165.5,32.58,0.931,9.87,-58.64,76.65,0,1.245
16-07-23 2:00,158,0.658,172.1,16.12,0.911,9.53,-57.7,77.86,0,1.167
16-07-23 2:05,159,1.259,167.4,14.69,2.146,9.51,-56.99,78.66,0,0.806
16-07-23 2:10,160,0.596,160.8,29.48,1.085,9.45,-54.05,78.7,0,1.008
16-07-23 2:15,161,0.885,167.6,13.71,1.222,9.41,-55.5,78.69,0,0.781
16-07-23 2:20,162,0.848,179.1,20.05,1.323,9.44,-53.62,78.18,0,0.891
16-07-23 2:25,163,0.667,173.7,20.73,1.205,9.34,-53.44,78.62,0,0.926
16-07-23 2:30,164,0.774,166.6,25.5,1.062,9.28,-54.44,78.24,0,0.986
16-07-23 2:35,165,1.018,124.4,19.03,1.568,8.81,-55.76,78.81,0,1.168
16-07-23 2:40,166,0.862,135.1,30.13,1.463,8.42,-51.09,80.4,0,0.965
16-07-23 2:45,167,0.945,126.7,23.04,1.512,8.42,-39.22,80.6,0,0.726
16-07-23 2:50,168,1.234,113.5,17.02,1.516,8.34,-43.41,80.2,0,0.658
16-07-23 2:55,169,1.466,100.7,9.7,1.989,8.03,-50.66,80.5,0,0.955
16-07-23 3:00,170,1.566,102.1,36.34,2.212,7.75,-50.17,81.6,0,0.781
16-07-23 3:05,171,0.82,138,23.68,1.408,7.982,-43.59,82.6,0,0.331
16-07-23 3:10,172,0.732,190.9,52.01,1.042,8.48,-35.56,81.4,0,0.421
16-07-23 3:15,173,0.858,183.7,34.3,1.512,8.68,-31.67,81.2,0,0.276
16-07-23 3:20,174,1.237,181.9,26.19,1.699,8.94,-29.76,81.6,0,0.004
16-07-23 3:25,175,0.911,180,35.65,1.682,9.26,-29.08,81,0,0.205
16-07-23 3:30,176,1.07,177.4,18.57,1.591,9.36,-27.96,81.1,0,0.153
16-07-23 3:35,177,0.732,146.9,31.92,1.424,9.47,-30.55,80.1,0,0.36
16-07-23 3:40,178,0.892,179.7,19.25,1.395,9.44,-31.01,79.95,0,0.45
16-07-23 3:45,179,0.89,160.8,24.89,1.114,9.22,-34.47,79.97,0,0.683
16-07-23 3:50,180,0.643,157.7,13.32,0.931,8.99,-38.51,80.9,0,0.634
16-07-23 3:55,181,0.877,189.1,13.63,1.277,8.99,-38.4,80.9,0,0.53
16-07-23 4:00,182,0.914,182.2,31.77,1.228,9.17,-32.84,80.4,0,0.483
16-07-23 4:05,183,1.024,143.7,17.38,1.421,9.12,-29.84,80.6,0,0.497
16-07-23 4:10,184,0.881,166.3,22.05,1.359,9.03,-27.88,81.3,0,0.413
16-07-23 4:15,185,0.605,170.3,33.46,0.987,9.06,-27.42,81.2,0,0.409
16-07-23 4:20,186,0.672,128.8,22.77,0.996,9.13,-26.59,80.3,0,0.526
16-07-23 4:25,187,0.712,116.1,18.5,1.065,8.75,-25.75,80.5,0,0.706
16-07-23 4:30,188,0.483,125.5,28.41,1.062,8.44,-27.7,81.2,0,0.624
16-07-23 4:35,189,1.167,102,11.75,1.496,8.21,-27.78,82.1,0,0.648
16-07-23 4:40,190,0.891,116.6,16.67,1.388,8.14,-25.77,82.4,0,0.477
16-07-23 4:45,191,0.785,148.6,27.3,1.062,8.42,-24.35,82.8,0,0.178
16-07-23 4:50,192,0.482,123.2,25.75,0.794,8.72,-22.34,81.7,0,0.37
16-07-23 4:55,193,0.817,117.4,17.17,1.192,8.71,-21.05,81.9,0,0.425
16-07-23 5:00,194,0.499,99.1,22.04,1.013,8.49,-21.2,81.8,0,0.552
16-07-23 5:05,195,0.95,125.5,23.08,1.806,8.42,-20.99,83.1,0,0.362
16-07-23 5:10,196,0.647,110.8,30.22,1.026,8.27,-20.13,82.7,0.018,0.558
16-07-23 5:15,197,0.645,127.3,29.71,1.107,8.2,-21.86,83,0.002,0.538
16-07-23 5:20,198,0.73,97.5,14.2,0.938,8.09,-28.06,83.8,0.103,0.675
16-07-23 5:25,199,0.96,111.8,20.57,1.408,8.06,-33.65,83.9,0.426,0.757
16-07-23 5:30,200,0.877,125.4,14.05,1.14,7.957,-31.87,83.9,1.057,0.865
16-07-23 5:35,201,0.204,207.5,47.42,0.385,7.896,-29.05,84.6,2.037,1.004
16-07-23 5:40,202,0.281,158.7,16.67,0.836,7.888,-28.06,85.3,3.327,1.182
16-07-23 5:45,203,0.553,135,13.53,0.84,8.04,-30.17,85.4,4.908,1.26
16-07-23 5:50,204,0.952,101.1,6.26,1.094,8.11,-35.86,85.2,6.663,1.505
16-07-23 5:55,205,0.666,104.4,12.92,0.81,7.921,-43.51,85.5,8.47,1.949
16-07-23 6:00,206,0.671,118.1,8.25,0.843,7.736,-47.07,85.8,9.8,2.194
16-07-23 6:05,207,0.844,124.7,8.67,1.019,7.564,-44.43,86.6,11.4,2.487
16-07-23 6:10,208,0.588,141.4,10.05,0.693,7.495,-38.56,86.8,14.28,2.728
16-07-23 6:15,209,0.736,116.2,19.7,1.104,7.46,-30.2,86.7,20.57,3.473
16-07-23 6:20,210,0.707,113.3,28.97,1.13,7.436,-21.89,86.8,28.65,4.483
16-07-23 6:25,211,0.613,118.7,28.06,0.859,7.411,-14.62,87.2,38.21,5.69
16-07-23 6:30,212,0.363,127,14.37,0.683,7.502,-5.364,87,46.3,6.93
16-07-23 6:35,213,0.534,141.9,21.42,0.768,7.688,0.559,86.9,47.96,6.977
16-07-23 6:40,214,0.748,113.3,13.6,0.908,7.889,-1.449,86,44.6,6.486
16-07-23 6:45,215,0.376,121.9,19.93,0.951,8.02,-3.636,85.9,46.83,6.672
16-07-23 6:50,216,0.743,99.2,11.45,1.179,8.19,-11.47,85.5,47.92,6.773
16-07-23 6:55,217,0.748,93.4,16.92,1.192,8.29,-12.41,84.6,50.72,7.27
16-07-23 7:00,218,0.505,113,19.43,1.196,8.28,-11.77,84.5,52.07,7.342
16-07-23 7:05,219,1.063,100.9,12.15,1.33,8.37,-6.687,84,58.07,8.22
16-07-23 7:10,220,0.23,135.5,37.2,0.552,8.55,18.81,83.5,97.7,15.84
16-07-23 7:15,221,0.612,102.6,25.94,1.049,9.08,38.7,82,151.2,25.64
16-07-23 7:20,222,0.155,106.3,28.99,0.555,9.71,35.87,80.1,133.9,20.27
16-07-23 7:25,223,0.398,133.6,28.22,0.644,10.18,17.9,78.77,139.9,21.95
16-07-23 7:30,224,1.29,210.5,25.9,2.329,10.68,14.21,77.92,139.2,21.12
16-07-23 7:35,225,1.811,218.8,12.32,2.381,10.84,18.58,77.81,78.41,10.01
16-07-23 7:40,226,1.513,212.3,9.69,1.953,10.74,18,78.08,73.18,9.69
16-07-23 7:45,227,1.221,212.5,13.47,1.512,10.68,21,78.39,70.85,9.15
16-07-23 7:50,228,1.096,199.6,19.2,1.532,10.67,18.84,78.31,64.62,8.23
16-07-23 7:55,229,0.855,185.7,17.5,1.068,10.67,20.28,78.09,67.79,8.49
16-07-23 8:00,230,0.76,173.1,16.61,1.127,10.67,19.57,78.03,67.6,8.6
16-07-23 8:05,231,0.38,186.7,21.75,1.029,10.64,24.65,78.59,73.91,9.26
16-07-23 8:10,232,0.503,145.9,24.9,0.879,10.66,33.63,78.34,84,10.36
16-07-23 8:15,233,0.827,209.4,13.45,1.326,10.71,37.74,78.3,88.2,10.74
16-07-23 8:20,234,0.567,196.8,15.49,0.862,10.77,34.39,78.37,82.4,9.89
16-07-23 8:25,235,0.508,195.3,17.8,0.908,10.81,30.3,77.84,76.7,9.28
16-07-23 8:30,236,0.883,201.1,18.98,1.725,10.83,26.41,77.23,73.16,8.93
16-07-23 8:35,237,1.223,205.3,15.48,1.646,10.82,21.12,77.17,68.24,8.44
16-07-23 8:40,238,1.076,203.8,17.13,1.431,10.84,22.29,76.96,67.79,8.34
16-07-23 8:45,239,0.607,199.8,11.14,0.996,10.87,26.76,77.17,71.97,8.66
16-07-23 8:50,240,0.671,205.6,20.31,1.13,10.91,34.21,77.21,77.78,9.24
16-07-23 8:55,241,1.016,227.9,23.07,1.617,10.97,35.23,75.88,84.3,9.93
16-07-23 9:00,242,0.819,208.1,14.93,1.091,11,16.42,76.77,76.23,9.07
16-07-23 9:05,243,0.776,213.3,9.35,1.101,10.95,-10.62,77.24,56.75,7.086
16-07-23 9:10,244,0.445,225.6,32.08,0.875,10.9,-8.72,77.53,55.47,7.055
16-07-23 9:15,245,0.914,221.1,18.25,1.365,10.81,-14.1,78.96,54.41,6.906
16-07-23 9:20,246,1.092,124.1,36.99,2.336,10.78,-19.62,80.4,53.58,6.781
16-07-23 9:25,247,1.26,120.3,27.21,1.754,10.64,-12.45,83.2,56.18,7.261
16-07-23 9:30,248,0.631,152.4,20.87,1.026,10.43,0.254,85.6,58.31,6.985
16-07-23 9:35,249,0.33,138.5,12.32,0.924,10.3,7.319,87.5,56.89,6.498
16-07-23 9:40,250,0.428,165.3,30.95,0.983,10.25,7.166,88,58.8,6.392
16-07-23 9:45,251,0.135,158.5,21.98,0.418,10.25,8.23,87.8,55.03,5.987
16-07-23 9:50,252,0.176,138,24.95,0.519,10.25,2.643,88.1,46.62,5.077
16-07-23 9:55,253,0.005,138.9,0,0.049,10.26,2.541,88.8,37.75,4.22
16-07-23 10:00,254,0.129,211,8.15,0.382,10.22,-1.194,89.1,33.88,3.756
16-07-23 10:05,255,0.151,198.7,12.69,0.343,10.19,-3.354,88.7,32.52,3.613
16-07-23 10:10,256,0.002,182.2,0,0.02,10.18,4.346,90.2,36.65,3.91
16-07-23 10:15,257,0,0,0,0,10.16,6.861,90.8,45.24,4.521
16-07-23 10:20,258,0,0,0,0,10.16,8.23,91.3,45.65,4.529
16-07-23 10:25,259,0,0,0,0,10.11,7.776,90.8,49.31,4.85
16-07-23 10:30,260,0,0,0,0,10.11,10.65,90.3,53.11,5.141
16-07-23 10:35,261,0,0,0,0,10.17,11,90.3,54.87,5.361
16-07-23 10:40,262,0,0,0,0,10.19,8.74,89.9,57.07,5.64
16-07-23 10:45,263,0.046,209.7,3.915,0.431,10.18,11,89.9,57.74,5.66
16-07-23 10:50,264,0.502,202.6,9.18,0.712,10.12,5.464,90.5,52.15,5.131
16-07-23 10:55,265,0.483,213,17,0.748,10,6.43,90.8,51.71,5.028
16-07-23 11:00,266,0.591,212.8,4.497,0.973,9.93,7.294,90.1,56.07,5.38
16-07-23 11:05,267,0.466,214,14.82,0.709,9.92,15.38,90.9,61.93,5.74
16-07-23 11:10,268,0.636,214.2,8.66,0.862,9.89,12.17,91,57.34,5.366
16-07-23 11:15,269,0.508,200.9,14.69,0.784,9.9,9.07,91.2,52.5,4.912
16-07-23 11:20,270,0.158,204.6,10.55,0.634,9.92,7.879,91.4,49.73,4.613
16-07-23 11:25,271,0.461,226.7,11.11,0.872,9.91,4.676,91.1,47.52,4.589
16-07-23 11:30,272,0.291,137,37.63,0.745,9.88,6.786,91.4,45.01,4.442
16-07-23 11:35,273,0.124,190.7,53.27,0.412,9.86,6.964,91.1,44.98,4.444
16-07-23 11:40,274,0.263,253.4,15.48,0.621,9.87,7.675,90.9,44.3,4.468
16-07-23 11:45,275,0.427,265.5,16.02,0.951,9.88,10.45,91.3,48.78,4.703
16-07-23 11:50,276,0.5,256.9,6.31,0.947,9.87,14.18,91.4,55.62,5.311
16-07-23 11:55,277,0.593,279.9,16.98,1.124,9.93,18.12,91.2,69.11,6.252
16-07-23 12:00,278,0.694,220.4,9.41,1.597,9.97,25.64,91.7,76.35,6.837
16-07-23 12:05,279,1.098,243.8,11.88,1.411,9.92,26.33,91.7,83.5,7.64
16-07-23 12:10,280,0.709,245.4,18.81,1.091,9.89,24.3,91,82.8,7.751
16-07-23 12:15,281,1.216,229.7,18.21,1.601,9.84,28.26,91.2,92.7,8.77
16-07-23 12:20,282,0.933,252.6,30.3,1.607,9.85,47.99,91.6,118,10.8
16-07-23 12:25,283,0.71,226.5,16.48,1.264,9.99,65.62,92,143.7,12.81
16-07-23 12:30,284,0.901,228.6,10.75,1.166,10.09,70.2,90.9,160.1,14.49
16-07-23 12:35,285,1.075,231.9,20.79,1.428,10.21,62.34,91,150,13.93
16-07-23 12:40,286,1.156,182.9,21.26,2.205,10.25,48.8,91.4,138.1,12.92
16-07-23 12:45,287,0.622,173.8,26.33,1.003,10.08,49.76,91.4,123,11.53
16-07-23 12:50,288,1.305,201.8,19.49,2.306,10.09,35.79,92,110.8,10.41
16-07-23 12:55,289,1.478,225.1,9.33,1.852,9.97,30.96,91.3,105.6,10.3
