"TOA5","5212","CR1000","5212","CR1000.Std.10","CRD:apr08_g1ice1.CR1","16968","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg","SWin_Wm2_Avg","SWout_Wm2_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%","W/m²","W/m²"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg","Avg","Avg"
"2008-05-04 18:50:00",0,0.55,140.4,7.051,1.085,-8.82,9.46,91.7,283.4,210
"2008-05-04 18:55:00",1,0.315,112.6,30.06,0.588,-8.31,9.84,91.1,274.1,205.3
"2008-05-04 19:00:00",2,0.917,50.39,13.3,1.483,-8.19,6.038,89.6,279.6,215.5
"2008-05-04 19:05:00",3,0.803,69.67,17.2,1.013,-8.13,8.07,89.2,265.4,213.4
"2008-05-04 19:10:00",4,1.098,103.7,26.66,1.388,-8.19,4.265,88.5,264.6,216.9
"2008-05-04 19:15:00",5,1.091,102,10.44,1.535,-8.34,0.231,89.3,247.2,201
"2008-05-04 19:20:00",6,0.755,78.1,9.42,1.156,-8.52,2.364,90.5,224.2,182.8
"2008-05-04 19:25:00",7,0.959,67.9,15.74,1.205,-8.27,2.184,89,218,182
"2008-05-04 19:30:00",8,1.656,148.4,9.07,2.212,-8.6,-17.8,89.9,218.2,182.5
"2008-05-04 19:35:00",9,1.902,133.4,8.87,2.182,-8.95,-13.05,92,214.1,178.9
"2008-05-04 19:40:00",10,1.712,164.9,4.757,2.123,-9.11,-10.79,93,189.8,159.5
"2008-05-04 19:45:00",11,1.52,172.7,2.922,1.803,-9.09,-10.97,93.6,172,144.8
"2008-05-04 19:50:00",12,1.505,167.9,6.199,1.757,-9.13,-11.87,93.6,164.5,138.4
"2008-05-04 19:55:00",13,1.349,166.9,5.343,1.571,-9.13,-7.683,93.8,159.9,134.3
"2008-05-04 20:00:00",14,0.856,144.9,9.52,1.101,-9.04,-5.859,93.4,147.6,123.3
"2008-05-04 20:05:00",15,0.769,98.4,11.39,0.947,-9.01,-1.799,93.5,138.9,116
"2008-05-04 20:10:00",16,0.814,52.83,16.96,0.977,-8.94,-8.02,93.3,128.5,107.5
"2008-05-04 20:15:00",17,0.71,82.1,16.91,1.13,-8.93,-12.13,92.8,112.7,94.7
"2008-05-04 20:20:00",18,0.512,128.3,27.33,0.666,-8.93,-11.69,92.6,95.9,80.9
"2008-05-04 20:25:00",19,0.741,65.25,15.59,0.983,-9.05,-11.67,93.1,76.87,65.64
"2008-05-04 20:30:00",20,1.093,44.8,7.79,1.689,-9.19,-13.44,93.3,62.94,54.93
"2008-05-04 20:35:00",21,1.158,76.33,22,1.565,-9.26,-13.44,93.1,59.17,51.91
"2008-05-04 20:40:00",22,2.29,79.6,34.21,3.358,-9.2,-21.31,91.6,51.45,45.78
"2008-05-04 20:45:00",23,2.227,99.1,9.91,3.045,-9.19,-18.58,91.9,51.85,46.55
"2008-05-04 20:50:00",24,1.626,103.5,29.52,1.953,-9.19,-19.64,92,55.69,49.19
"2008-05-04 20:55:00",25,2.297,99.4,11.31,2.917,-9.34,-16.91,92.9,48.27,42.86
"2008-05-04 21:00:00",26,1.872,59.86,20.64,2.943,-9.51,-18.97,94.2,41.86,37.39
"2008-05-04 21:05:00",27,2.432,77.85,20.98,3.146,-9.16,-26.12,91.8,33.38,30.47
"2008-05-04 21:10:00",28,1.827,119.3,41.04,2.208,-9.02,-21.26,90.8,29.24,27.19
"2008-05-04 21:15:00",29,0.677,133.8,15.25,1.836,-9.46,-14.42,94.5,27.66,25.48
"2008-05-04 21:20:00",30,0.739,40.85,18.33,1.068,-9.57,-14.19,95.8,24.19,22.33
"2008-05-04 21:25:00",31,0.623,43.6,18.83,0.98,-9.59,-16.04,95.8,21.97,20.44
"2008-05-04 21:30:00",32,0.25,65.22,25,0.565,-9.52,-15.27,95.7,21.04,19.57
"2008-05-04 21:35:00",33,1.195,57.83,10.98,1.741,-9.52,-16.51,95.6,19.26,18.08
"2008-05-04 21:40:00",34,0.589,103.1,58.22,1.232,-9.6,-11.24,95.4,19.96,18.42
"2008-05-04 21:45:00",35,0.553,137.6,15.64,0.875,-9.54,-10.16,95.6,19.22,17.54
"2008-05-04 21:50:00",36,0.314,195.2,19.28,0.532,-9.53,-8.54,95.6,17.52,15.86
"2008-05-04 21:55:00",37,0.183,198.4,6.339,0.49,-9.52,-6.068,95.5,14.27,13.03
"2008-05-04 22:00:00",38,0.024,203.5,0.543,0.183,-9.51,-6.943,95.4,11.72,10.78
"2008-05-04 22:05:00",39,0.321,62.92,27.56,0.572,-9.52,-4.629,95.1,9.84,9.15
"2008-05-04 22:10:00",40,0.298,40.35,15.83,0.84,-9.57,-6.351,95.2,8.33,7.774
"2008-05-04 22:15:00",41,0.327,0.642,28.92,0.644,-9.53,-7.097,95.3,6.74,6.442
"2008-05-04 22:20:00",42,0.301,304.9,11.26,0.559,-9.49,-7.766,95.2,5.433,5.31
"2008-05-04 22:25:00",43,0.017,51.89,0.006,0.17,-9.47,-6.738,95.1,4.16,4.246
"2008-05-04 22:30:00",44,0.349,33.32,16.28,0.732,-9.51,-7.664,94.5,2.975,3.287
"2008-05-04 22:35:00",45,0.562,51.23,26.89,1.14,-9.53,-8.02,94.4,2,2.507
"2008-05-04 22:40:00",46,2.082,34.23,10.25,2.306,-9.47,-14.48,93.3,1.099,1.752
"2008-05-04 22:45:00",47,1.287,51.06,28.44,3.051,-9.22,-14.38,92.4,0.417,1.243
"2008-05-04 22:50:00",48,1.296,117.9,12,2.359,-9.22,-9.9,93,0.145,0.992
"2008-05-04 22:55:00",49,0.873,81.2,12.63,1.058,-9.26,-9.05,93.5,0.069,0.663
