"Plot Title: H00"
"#","Date Time, GMT+00:00","H08 Temp., °C","H08 High Res. Temp., °C","GCap. RH, %"
1,09/04/11 16:48:57,1.60,1.65,58.00
2,09/04/11 17:18:57,1.60,1.57,59.00
3,09/04/11 17:48:57,1.60,1.63,58.00
4,09/04/11 18:18:57,1.60,1.46,60.60
5,09/04/11 18:48:57,1.60,1.46,59.60
6,09/04/11 19:18:57,1.17,1.25,60.60
7,09/04/11 19:48:57,1.17,1.22,61.10
8,09/04/11 20:18:57,1.17,1.03,61.60
9,09/04/11 20:48:57,0.73,0.78,61.10
10,09/04/11 21:18:57,0.73,0.73,60.60
11,09/04/11 21:48:57,0.73,0.67,60.10
12,09/04/11 22:18:57,0.29,0.40,63.20
13,09/04/11 22:48:57,0.29,0.31,64.20
14,09/04/11 23:18:57,0.29,0.37,63.20
15,09/04/11 23:48:57,0.29,0.34,63.20
16,09/05/11 00:18:57,-0.16,-0.08,69.70
17,09/05/11 00:48:57,0.29,0.37,63.20
18,09/05/11 01:18:57,0.29,0.37,65.20
19,09/05/11 01:48:57,-0.16,-0.21,71.20
20,09/05/11 02:18:57,-0.16,0.01,68.70
21,09/05/11 02:48:57,-0.16,0.06,68.20
22,09/05/11 03:18:57,-0.16,-0.05,70.20
23,09/05/11 03:48:57,-0.16,-0.30,73.20
24,09/05/11 04:18:57,-0.16,-0.35,73.20
25,09/05/11 04:48:57,-0.61,-0.72,80.40
26,09/05/11 05:18:57,-0.61,-0.78,81.30
27,09/05/11 05:48:57,-1.06,-0.92,84.50
28,09/05/11 06:18:57,-1.51,-1.57,93.00
29,09/05/11 06:48:57,-1.97,-1.74,94.90
30,09/05/11 07:18:57,-1.97,-2.09,98.60
31,09/05/11 07:48:57,-1.97,-1.86,95.30
32,09/05/11 08:18:57,-1.97,-1.86,96.10
33,09/05/11 08:48:57,-1.97,-2.00,98.60
34,09/05/11 09:18:57,-1.51,-1.63,94.50
35,09/05/11 09:48:57,-1.51,-1.46,97.50
36,09/05/11 10:18:57,-1.51,-1.54,91.40
37,09/05/11 10:48:57,-1.51,-1.40,88.50
38,09/05/11 11:18:57,-0.61,-0.55,84.50
39,09/05/11 11:48:57,-0.61,-0.78,98.20
40,09/05/11 12:18:57,0.29,0.42,84.50
41,09/05/11 12:48:57,0.29,0.34,82.70
42,09/05/11 13:18:57,0.73,0.56,82.30
43,09/05/11 13:48:57,0.73,0.67,79.00
44,09/05/11 14:18:57,0.73,0.64,82.30
45,09/05/11 14:48:57,1.17,1.33,76.60
46,09/05/11 15:18:57,1.60,1.49,76.60
47,09/05/11 15:48:57,1.60,1.63,75.20
48,09/05/11 16:18:57,1.60,1.74,80.40
49,09/05/11 16:48:57,2.03,1.84,78.50
50,09/05/11 17:18:57,1.17,1.19,81.30
51,09/05/11 17:48:57,1.60,1.79,73.20
52,09/05/11 18:18:57,2.03,2.01,69.70
53,09/05/11 18:48:57,1.60,1.60,78.10
54,09/05/11 19:18:57,0.73,0.62,93.00
55,09/05/11 19:48:57,-0.16,0.06,96.80
56,09/05/11 20:18:57,-0.61,-0.52,100.60
57,09/05/11 20:48:57,-1.06,-0.97,101.20
58,09/05/11 21:18:57,-1.06,-1.17,101.50
59,09/05/11 21:48:57,-1.06,-1.20,101.50
60,09/05/11 22:18:57,-1.51,-1.29,101.50
61,09/05/11 22:48:57,-0.61,-0.72,96.10
62,09/05/11 23:18:57,-1.51,-1.60,100.20
63,09/05/11 23:48:57,-1.51,-1.43,99.20
64,09/06/11 00:18:57,-1.06,-1.23,97.90
65,09/06/11 00:48:57,-0.61,-0.52,90.10
66,09/06/11 01:18:57,0.29,0.15,83.20
67,09/06/11 01:48:57,0.29,0.15,84.10
68,09/06/11 02:18:57,-0.16,-0.24,88.90
